y;x
59.55546;11.11084
58.22411;6.78488
62.77102;11.47257
-37.32797;149.75518
-32.2742;151.80017
47.98825;-84.79372
49.95;-111.68333
-35.96904;145.95871
-35.08284;149.83338
-30.94814;152.73179
-31.36249;150.83486
-36.00433;148.68849
61.75;-158.18333
63.54333;-148.74167
55.81667;-131.35
63.33333;-142.53333
55.51667;-132.98333
67.89314;-160.76436
63.91667;-152.23333
45.09628;1.66514
46.80346;1.36082
45.61379;0.36915
45.9132;3.58054
47.14366;5.70557
44.46286;4.57134
45.94492;6.68016
47.962;0.65485
50.59207;2.92951
45.08208;0.77562
43.57108;3.80437
45.41702;6.26126
46.57873;-0.5923
46.61716;5.0257
45.76913;-0.53964
44.55459;1.55203
43.39369;2.69158
42.94395;2.69397
46.68733;5.9447
42.83983;1.22809
47.32044;0.15305
48.17432;7.37438
47.76421;-2.54443
50.55;6.65
22.5167;30.7264
-21.96947;133.48696
-25.28192;130.73464
-20.11525;131.88458
-13.37859;132.27118
-18.91859;130.42126
-25.8735;131.8303
1.333;103.8
61.8583;9.11782
69.54236;30.79068
60.60342;11.42725
-30.05961;152.77284
-31.7929;148.75142
-32.66006;148.28262
43.22;-3.18
41.32;-4.61
40.58;-5.42
40.68;-4.95
42.95;-3.67
42.84;-6.98
41.69;-2.58
47.18096;9.78653
53.46245;20.75665
68.23333;-152.2
64.35889;-147.36444
64.42694;-148.49167
56.08333;-133.41667
64.2;-146
65.1;-150.88333
62.30194;-145.30194
55.39556;-132.49556
64.41667;-146.83333
64.74;-148.07
62.61667;-113.63333
65.2;-118.61667
62.53333;-112.43333
-33.1;119.01667
-20.5096;129.9379
-25.23567;132.3736
-14.46348;131.401
-28.50803;152.05094
-36.29758;148.30522
-34.30544;142.87913
-33.0951;149.82922
-30.77229;152.34774
-24.0485;134.09493
-37.72;147.47
-24.86857;133.82406
-19.24859;129.55127
-13.1253;130.247
41.05;-2.23
43.47;-7.21
41.06;-2.94
42.92;-5.39
43.46;-6.47
41.76;-4.98
68.97382;19.26147
-31.56446;129.10608
-31.825;124.35
-23;129.5
61.75171;10.29354
62.02061;11.5013
63.34195;10.98661
62.14852;12.11816
59.93428;11.28701
61.59231;11.23484
49.95912;4.0443
44.1769;5.43919
45.36477;4.46905
44.01105;4.68362
46.18467;2.80553
47.17565;-1.55762
48.20146;-0.56802
47.81978;-1.21136
47.80111;4.0019
44.11;3.93692
48.24519;1.45076
45.80215;0.74661
48.46726;-4.51928
43.34479;-0.26736
47.88372;-1.8865
49.15428;2.65732
45.46428;2.80805
43.17876;5.76598
48.39969;0.09461
45.43073;0.24986
46.73129;-1.38912
44.53679;5.45474
49.05923;4.16302
47.73075;-3.20983
48.59641;-2.08895
44.75;1.3
-32.6034;151.94606
-30.06706;149.21579
-30.37116;152.55353
55.71631;-133.28119
61.78333;-116.26667
64.033;-95.5
64.78333;-148.53333
61.51667;-160.05
56.26667;-133.88333
65.98333;-161.13333
55.4;-132.1
65.0664;-142.3744
55.28333;-131.5
55.65;-131.35
68.12944;-149.47584
66.25;-145.16667
-34.60369;150.40523
-33.00711;150.68306
31.22115;35.23044
41.13;-4.97
40.69;-1.64
40.96;-4.01
37.5167;21.6
-25.949;130.20264
-25.27059;130.92831
-12.665;132.86
-13.04859;130.60119
-20.14859;130.05127
-25.88444;135.2125
-35.87431;149.53932
49.367;16.65
69.59101;29.33406
-30.21058;146.33463
